time,accx,accy,accz
6834,     9,    17,  -171
6845,    16,     4,  -175
6855,    20,    -1,  -162
6862,    13,     8,  -151
6873,    13,     1,  -144
6882,    15,    -3,  -140
6892,    16,    -1,  -145
6903,    12,    -3,  -145
6912,     9,    -5,  -149
6922,     9,    -5,  -166
6932,     9,     6,  -155
6942,     6,    13,  -155
6953,    10,     4,  -148
6962,    17,   -12,  -148
6972,    21,   -13,  -152
6982,    20,    -2,  -152
6993,    14,     3,  -151
7002,     7,     8,  -138
7012,     4,     2,  -142
7022,     3,     2,  -137
7032,     5,     6,  -149
7042,     4,     5,  -176
7053,     6,    12,  -159
7062,     2,     3,  -164
7072,     7,    -2,  -150
7082,     8,     0,  -131
7093,     8,     0,  -128
7102,    14,    15,  -121
7112,    16,    14,  -124
7122,    13,     9,  -149
7133,    11,    17,  -135
7142,    12,    10,  -155
7152,    13,    17,  -149
7163,    11,    22,  -133
7172,    11,     9,  -119
7182,     7,     0,  -119
7192,    11,    -1,  -130
7203,    14,   -10,  -155
7213,    12,    -7,  -155
7222,    11,    -4,  -164
7233,    12,   -12,  -180
7242,    11,    -7,  -170
7252,     9,    -7,  -171
7262,     5,    -5,  -163
7273,     6,     6,  -149
7283,     3,     1,  -158
7293,     3,    11,  -150
7303,     0,    24,  -167
7313,    -1,    18,  -149
7323,     8,    17,  -146
7333,    15,    18,  -154
7343,    13,     4,  -141
7352,     7,    18,  -144
7363,     6,     0,  -158
7373,    11,    -7,  -139
7383,    14,    -1,  -148
7393,    14,   -18,  -180
7403,    19,   -16,  -186
7412,     7,    -3,  -187
7423,     5,     1,  -169
7433,     2,     5,  -154
7443,     3,     2,  -134
7453,     6,     0,  -154
7463,    12,     6,  -150
7473,    15,     9,  -140
7483,     7,     2,  -168
7493,     4,     7,  -166
7503,     1,     4,  -140
7513,     4,     0,  -126
7523,     1,     2,  -130
7533,     1,     5,  -155
7543,     7,     8,  -159
7553,     9,     9,  -165
7563,    10,     3,  -172
7576,     9,     4,  -152
7586,     9,    16,  -132
7596,     9,    12,  -130
7606,     3,    17,  -125
7616,     1,    19,  -128
7626,     3,    20,  -140
7636,     1,    19,  -150
7646,     5,    15,  -139
7656,     7,     5,  -147
7666,    12,    -2,  -143
7675,     7,    -4,  -131
7685,     2,    -4,  -141
7696,     0,     4,  -154
7705,     0,     8,  -146
7715,     2,     6,  -148
7725,    14,     6,  -144
7735,    11,    10,  -137
7745,    11,    10,  -140
7761,     9,    11,  -149
7768,     9,     7,  -152
7775,     6,     6,  -172
7785,     5,     7,  -168
7795,     0,    12,  -170
7805,    -1,    13,  -139
7816,     5,     9,  -137
7826,     8,    12,  -143
7835,     4,    11,  -141
7845,     6,    12,  -136
7856,    11,    18,  -150
7865,    10,    13,  -149
7875,     4,     6,  -172
7886,    10,     6,  -172
7896,     5,     9,  -177
